0,-91.6622568334275,-53.575284889714,-13.3938212224614,-53.274112596242,2.94701017476795e-11,9.9437843243175,1
0.01,-92.5736874036582,-54.0987727703131,-13.7177537648458,-53.8232271768204,-0.504332246286494,9.91783176218058,1
0.02,-93.4749412625493,-54.5981882332662,-14.0358619401171,-54.4044815041117,-1.00918119039303,9.89310798012954,1
0.03,-94.3663244946942,-55.0741665836149,-14.3484855198958,-55.0170401777343,-1.51503006762252,9.86945214374579,1
0.04,-95.2481370690268,-55.5272790243718,-14.6559361523796,-55.6601593774981,-2.02233042909268,9.84671248818949,1
0.05,-96.1206722679979,-55.9580386445246,-14.9585004546075,-56.3331774048007,-2.53150682385282,9.82474500810036,1
0.06,-96.9842162215659,-56.3669053291427,-15.2564426656131,-57.035506328824,-3.04296086942009,9.80341226205566,1
0.07,-97.8390474512668,-56.7542899186024,-15.5500069304663,-57.76662462883,-3.55707483162276,9.78258228078174,1
0.08,-98.6854364207673,-57.1205577280181,-15.8394192727109,-58.5260707006534,-4.07421480483592,9.76212756109074,1
0.09,-99.5236450871149,-57.4660315158037,-16.1248893021829,-59.3134371158712,-4.59473356809492,9.74192412959301,1
0.1,-100.353926445375,-57.790993972487,-16.4066116967671,-60.1283655393256,-5.11897318052751,9.72185066187917,1
0.11,-101.176524058206,-58.0956897863867,-16.6847674898542,-60.9705422252811,-5.64726737029586,9.70178764412727,1
0.12,-101.991671560937,-58.3803273307853,-16.9595251897374,-61.8396940250073,-6.17994376421349,9.68161656501438,1
0.13,-102.799592131814,-58.6450800071071,-17.2310417526536,-62.7355848494035,-6.71732599997742,9.66121912642963,1
0.14,-103.600497916054,-58.8900872698912,-17.499463427434,-63.6580125397601,-7.25973575924634,9.64047646181093,1
0.15,-104.394589391201,-59.115455351624,-17.7649264865936,-64.6068061081902,-7.80749475739677,9.61926835096824,1
0.16,-105.182054659858,-59.3212576984005,-18.027557856047,-65.5818233169149,-8.36092672458288,9.5974724200034,1
0.17,-105.96306865413,-59.5075351206589,-18.2874756533644,-66.5829485727022,-8.92035941263288,9.57496331437458,1
0.18,-106.737792233943,-59.6742956565543,-18.5447896425051,-67.6100911195508,-9.48612666335686,9.55161183224562,1
0.19,-107.506371158689,-59.8215141386627,-18.7996016111897,-68.6631835194324,-10.0585705760637,9.52728400396035,1
0.2,-108.268934908268,-59.949131447299,-19.0520056754581,-69.7421804177715,-10.6380438156042,9.50184010171869,1
0.21,-109.025595325343,-60.0570534254843,-19.3020885144145,-70.847057597633,-11.2249121072895,9.47513356120726,1
0.22,-109.776445045343,-60.1451494210967,-19.5499295366534,-71.977811334609,-11.8195569718444,9.44700979392439,1
0.23,-110.521555673999,-60.213250410489,-19.7956009783041,-73.134458073508,-12.4223787625629,9.41730486506165,1
