0,-213.096449932278,-9.0638967577359e-07,19.8875686587057,62.7307437214451,3.97767872990741e-07,1.20258322369517,2
0.01,-214.983796649768,-2.90542104481109e-08,20.084666135723,62.3439085203217,4.50354356691055e-08,1.18477207732741,2
0.02,-216.84473035174,-2.24604063069588e-08,20.2783135976853,61.9885501771868,5.86719172929011e-08,1.16776039290419,2
0.03,-218.679410818508,-1.69745172687828e-08,20.468580856952,61.6634267875394,6.12098046731853e-08,1.1514686875606,2
0.04,-220.488031915369,-1.31944169943186e-08,20.6555393056286,61.3673297741666,6.62272952571151e-08,1.13582204325469,2
0.05,-222.270818452838,-1.07165349060023e-08,20.8392614652444,61.0990875295309,7.35498636262677e-08,1.12074997352142,2
0.06,-224.028022695523,-9.03819479545001e-09,21.0198205888403,60.8575678510469,8.01700509687076e-08,1.10618628499372,2
0.07,-225.759921065889,-7.79343084077871e-09,21.1972903086332,60.641679595551,8.38619855326539e-08,1.09206891695136,2
0.08,-227.466811056126,-6.75848842775911e-09,21.3717443261985,60.4503736774705,8.3785336113854e-08,1.07833976565824,2
0.09,-229.149008354715,-5.82249172552222e-09,21.5432561419949,60.2826435185224,8.0154712831914e-08,1.06494449891877,2
0.1,-230.806844189045,-4.9434044778647e-09,21.7118988210147,60.1375250436612,7.37612709629997e-08,1.05183236521896,2
0.11,-232.4406628814,-4.11619592078673e-09,21.8777447913606,60.0140963063158,6.5589152770996e-08,1.03895600096501,2
0.12,-234.050819612514,-3.35089386360038e-09,22.0408656726356,59.9114768152057,5.65730553753023e-08,1.02627123862621,2
0.13,-235.637678384628,-2.66054396265772e-09,22.2013321311642,59.828826625162,4.747821688144e-08,1.0137369179924,2
0.14,-237.201610174379,-2.05538927869862e-09,22.3592137592247,59.7653452454146,3.88597371842785e-08,1.00131470224936,2
0.15,-238.742991264787,-1.53851866338019e-09,22.5145789756588,59.7202704107701,3.10706814872475e-08,0.988968900151921,2
0.16,-240.26220174501,-1.10868799297476e-09,22.6674949454185,59.6928767539417,2.42947220806689e-08,0.976666295219407,2
0.17,-241.759624166272,-7.59795399990146e-10,22.8180275158123,59.6824744110226,1.85878524122142e-08,0.964375982583728,2
0.18,-243.235642342387,-4.83466262683752e-10,22.9662411674063,59.6884075865823,1.39147982791622e-08,0.952069213881022,2
0.19,-244.690640283541,-2.69449339142941e-10,23.1121989777308,59.7100531001396,1.01860906166523e-08,0.939719250384681,2
0.2,-246.125001252344,-1.07052937478244e-10,23.2559625961259,59.7468189316601,7.28175907879812e-09,0.927301224421053,2
0.21,-247.539106931681,1.38847528309907e-11,23.3975922282258,59.7981427802413,5.07174978690893e-09,0.914792008990602,2
0.22,-248.933336694412,1.02833023997093e-10,23.5371466287499,59.8634906471935,3.42898573906869e-09,0.902170095422542,2
0.23,-250.308066965601,1.66518679270769e-10,23.6746831014088,59.9423554522098,2.2365661193186e-09,0.889415478821302,2
0.24,-251.663670668559,2.1179451096566e-10,23.8102575048733,60.0342556892354,1.3930219997264e-09,0.876509551013713,2
0.25,-253.000516746601,2.43565614779871e-10,23.9439242638737,60.138734126887,8.12791424713733e-10,0.863435000669544,2
0.26,-254.318969753059,2.65848041985321e-10,24.0757363846101,60.2553565568399,4.25999978998989e-10,0.850175720246316,2
0.27,-255.619389502654,2.81708950383621e-10,24.205745473754,60.3837105923961,1.78225126199133e-10,0.836716719397385,2
0.28,-256.902130777937,2.93532257961832e-10,24.3340017604105,60.5234045184926,2.6921013866494e-11,0.823044044476816,2
0.29,-258.167543085025,3.02719916137322e-10,24.4605541204897,60.674066193609,-5.95835596438115e-11,0.809144703778456,2
0.3,-259.415970453374,3.1011332965545e-10,24.5854501030102,60.8353420034242,-1.0413863784438e-10,0.795006598150997,2
0.31,-260.647751274821,3.15899533609573e-10,24.7087359579173,61.0068958655608,-1.2247926529593e-10,0.78061845664277,2
0.32,-261.863218177556,3.212476661909e-10,24.8304566650568,61.1884082843801,-1.26296378804886e-10,0.765969776841774,2
0.33,-263.062697931097,3.25882162184252e-10,24.9506559639934,61.3795754544952,-1.22564851768193e-10,0.751050769591411,2
0.34,-264.246511378714,3.30140482958157e-10,25.0693763844074,61.5801084114504,-1.15644301297883e-10,0.735852307777448,2
0.35,-265.414973394124,3.34368452440921e-10,25.186659276841,61.7897322278596,-1.08202233909109e-10,0.720365878898691,2
0.36,-266.568392859542,3.37990587923639e-10,25.3025448436,62.0081852531955,-1.01829732742763e-10,0.7045835411494,2
0.37,-267.70707266251,3.41656660469004e-10,25.4170721696437,62.2352183953524,-9.69158113408187e-11,0.688497882759091,2
0.38,-268.831309709181,3.4463559164409e-10,25.5302792533252,62.4705944420814,-9.33363023676549e-11,0.672101984350131,2
0.39,-269.941394951931,3.47768113609435e-10,25.6422030368646,62.7140874203904,-9.13305013383701e-11,0.655389384090199,2
0.4,-271.037613429472,3.49507994953631e-10,25.7528794364563,62.9654819920158,-9.01261771274833e-11,0.638354045431883,2
